trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.005, 'e': 0.40252422403363597}",30,17,-16.42514047881054,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.005, 'e': 0.4005166260908188}",20,10,14.742116667078383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.005, 'e': 0.39851904108451414}",20,0,22.527931737160273,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.005, 'e': 0.39653141907499284}",20,6,12.241968419320152,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.005, 'e': 0.3945537103716011}",25,20,9.850823438556354,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.005, 'e': 0.39258586553151836}",30,19,16.27365288755307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.005, 'e': 0.3906278353585211}",30,13,12.7116633252231,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.005, 'e': 0.388679570901753}",25,15,17.557824103263563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.005, 'e': 0.3867410234545012}",25,17,-12.198287361406619,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.005, 'e': 0.3848121445529785}",25,13,0.46879512032369597,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.005, 'e': 0.38289288597511206}",25,12,0.9482290117651222,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.005, 'e': 0.38098319973933725}",25,0,15.949478408637543,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.005, 'e': 0.37908303810339883}",20,1,-68.32317906853315,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
196,False,"{'a': 0.005, 'e': 0.37719235356315695}",25,11,12.187606830821275,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.005, 'e': 0.37531109885139957}",20,8,9.69391493790625,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.005, 'e': 0.37343922693666093}",20,9,18.05922795315919,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.005, 'e': 0.3715766910220457}",20,14,-10.747572922831047,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.005, 'e': 0.369723444544059}",25,3,-29.893308162898236,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.005, 'e': 0.36787944117144233}",20,8,-31.6008477263096,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.005, 'e': 0.36604463480401533}",25,16,20.845535085145602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.005, 'e': 0.3642189795715233}",35,21,0.9243634580451894,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.005, 'e': 0.36240242983249027}",25,18,1.9197504014220659,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.005, 'e': 0.3605949401730783}",30,24,14.548427874590185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.005, 'e': 0.3587964654059516}",20,9,-1.4190341241211857,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.005, 'e': 0.3570069605691474}",20,10,-4.818182054676905,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.005, 'e': 0.3552263809249515}",20,5,26.031278430186955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.005, 'e': 0.35345468195878016}",30,24,8.582197394141456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.005, 'e': 0.3516918193780669}",20,15,2.219931750671665,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.005, 'e': 0.3499377491111553}",25,17,8.257936052775179,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.005, 'e': 0.3481924273061976}",20,15,-2.89588985791236,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.005, 'e': 0.3464558103300574}",25,14,10.813278722297158,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.005, 'e': 0.3447278547672202}",25,10,-22.56737853462496,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.005, 'e': 0.34300851741870664}",20,5,10.89712766314256,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.005, 'e': 0.3412977553009937}",20,14,-0.9779767955994898,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.005, 'e': 0.3395955256449391}",20,1,-59.41705698189289,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
218,False,"{'a': 0.005, 'e': 0.33790178589471304}",20,11,9.890184137805754,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.005, 'e': 0.3362164937067333}",30,16,8.18518196308274,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.005, 'e': 0.3345396069486076}",20,10,-17.147212196741446,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
221,False,"{'a': 0.005, 'e': 0.33287108369807955}",25,1,16.02106880107324,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.005, 'e': 0.331210882241981}",35,22,13.973503548054605,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.005, 'e': 0.32955896107518906}",25,17,4.897749122326902,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.005, 'e': 0.32791527889958855}",20,13,-27.154993019558336,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.005, 'e': 0.32627979462303947}",20,1,12.662178897229992,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.005, 'e': 0.32465246735834974}",20,6,8.372771487831027,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.005, 'e': 0.3230332564222529}",25,18,13.616057768127579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.005, 'e': 0.32142212133439135}",20,6,3.8012951051769495,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.005, 'e': 0.31981902181630384}",20,13,14.227831362531775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.005, 'e': 0.3182239177904191}",25,0,-36.23496371043697,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
231,False,"{'a': 0.005, 'e': 0.31663676937905316}",25,15,16.387529308304686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.005, 'e': 0.3150575369034133}",25,12,0.6475990682656212,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.005, 'e': 0.3134861808826053}",20,1,16.628243718294133,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.005, 'e': 0.31192266203264674}",20,14,11.821087372579793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.005, 'e': 0.31036694126548503}",30,16,18.842864953845563,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.005, 'e': 0.30881897968801986}",20,10,5.279502536651079,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.005, 'e': 0.30727873860113125}",25,13,22.707360192287467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.30574617949871175}",25,13,6.4812505809079,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.005, 'e': 0.3042212640667041}",25,20,9.066689163526167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.005, 'e': 0.30270395418214285}",20,0,13.566694286134771,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.005, 'e': 0.30119421191220214}",30,16,5.401164050518629,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.005, 'e': 0.2996919995132463}",25,8,3.9190425804705504,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.005, 'e': 0.2981972794298874}",25,8,17.68320556408465,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.005, 'e': 0.29671001429404525}",25,13,20.114385052090228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.005, 'e': 0.2952301669240142}",30,18,-39.132357760521046,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.005, 'e': 0.29375770032353277}",20,13,-17.02905862077645,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.005, 'e': 0.2922925776808594}",30,15,11.528141804683038,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.005, 'e': 0.29083476236785155}",20,9,-30.165535226585327,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.005, 'e': 0.2893842179390506}",20,10,-24.039598280031413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.005, 'e': 0.2879409081307702}",20,10,15.677181786163374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.2865047968601901}",20,12,6.943998673875028,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.005, 'e': 0.28507584822445353}",25,0,-4.768436375684671,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.005, 'e': 0.2836540264997704}",30,11,-21.461983062626395,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.005, 'e': 0.2822392961405233}",25,15,13.893113072739833,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.005, 'e': 0.2808316217783798}",25,10,29.888848690643215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.005, 'e': 0.2794309682214073}",20,12,2.280936116086313,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.005, 'e': 0.27803730045319414}",30,20,4.556037474870116,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.005, 'e': 0.2766505836319734}",30,18,20.029682333347523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.005, 'e': 0.27527078308975234}",25,20,10.407727908627017,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.005, 'e': 0.2738978643314456}",25,13,21.674464532019535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.005, 'e': 0.2725317930340126}",30,14,-34.55153887000787,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.005, 'e': 0.2711725350455999}",20,3,-101.40374336264054,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
263,False,"{'a': 0.005, 'e': 0.2698200563846868}",25,9,24.463753876772778,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.005, 'e': 0.2684743232392366}",20,12,-26.384163164788664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.005, 'e': 0.26713530196585034}",25,17,6.328325910073472,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.005, 'e': 0.2658029590889266}",30,4,26.826699611407456,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.005, 'e': 0.26447726129982396}",20,11,14.591876423158443,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.005, 'e': 0.2631581754560287}",30,8,-59.35765447400611,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
269,False,"{'a': 0.005, 'e': 0.261845668580326}",20,14,-0.569915392627002,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.005, 'e': 0.2605397078599756}",25,9,15.548394223272767,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.005, 'e': 0.2592402606458915}",25,11,9.712762000955586,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.005, 'e': 0.2579472944518257}",25,9,-0.3142432208812591,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.005, 'e': 0.2566607769535559}",20,12,3.5880193156869016,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.005, 'e': 0.2553806759880777}",25,11,24.917732493307465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.005, 'e': 0.25410695955280027}",20,14,9.883107518940264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.005, 'e': 0.25283959580474646}",25,18,11.594900908190597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.005, 'e': 0.25157855305975646}",25,12,-13.304488847507116,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
278,False,"{'a': 0.005, 'e': 0.2503237997916961}",30,12,7.204456790462009,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.005, 'e': 0.24907530463166816}",20,12,-21.999679022896192,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
280,False,"{'a': 0.005, 'e': 0.24783303636722875}",25,20,8.103902930772684,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.24659696394160643}",20,9,21.149687141007885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.24536705645292634}",20,4,25.82598403985078,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.005, 'e': 0.2441432831534371}",20,14,1.2792904969559753,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.005, 'e': 0.24292561344874244}",20,7,-19.214112774498073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.005, 'e': 0.24171401689703645}",20,14,12.258411547695154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.005, 'e': 0.24050846320834213}",30,8,32.766873392266845,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.005, 'e': 0.23930892224375455}",20,16,7.186134527695144,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.23811536401468703}",20,14,10.909417138802693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.005, 'e': 0.23692775868212176}",30,18,-6.370954785610502,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.005, 'e': 0.23574607655586352}",25,7,29.23684148842191,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.005, 'e': 0.23457028809379765}",25,14,14.248366414897033,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.005, 'e': 0.23340036390115132}",20,0,1.7862432783976896,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
293,False,"{'a': 0.005, 'e': 0.23223627472975883}",20,12,11.82070114954153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.005, 'e': 0.23107799147733019}",20,14,11.55615358212585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.005, 'e': 0.22992548518672384}",25,14,10.618982912189356,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.005, 'e': 0.22877872704522242}",20,12,15.913010223706442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.005, 'e': 0.22763768838381274}",25,3,31.776095358727904,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.005, 'e': 0.22650234067646874}",20,15,10.063811000399193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.005, 'e': 0.22537265553943872}",25,16,5.4995682765355935,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.005, 'e': 0.22424860473053532}",30,15,-16.18385010796113,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.005, 'e': 0.22313016014842982}",20,6,-11.788990582754364,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.005, 'e': 0.22201729383194937}",25,5,7.733453256773426,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.005, 'e': 0.2209099779593782}",30,16,10.502417376831257,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.005, 'e': 0.21980818484776168}",20,2,6.742528991194915,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.005, 'e': 0.21871188695221475}",20,12,-26.615778016260375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.005, 'e': 0.21762105686523284}",20,12,7.790664055799554,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.005, 'e': 0.21653566731600707}",20,7,-4.655863130961078,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.005, 'e': 0.21545569116974203}",20,14,11.74702320212097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.005, 'e': 0.21438110142697794}",35,21,-8.298826346412092,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.005, 'e': 0.21331187122291523}",20,6,5.820155141668881,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.005, 'e': 0.21224797382674304}",25,15,-0.21463887467664877,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.005, 'e': 0.21118938264097117}",25,15,8.493073122354108,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.005, 'e': 0.21013607120076472}",20,0,27.475490053474395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.005, 'e': 0.20908801317328293}",25,11,23.724960506862363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.005, 'e': 0.20804518235702046}",20,4,10.904744052918176,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.005, 'e': 0.20700755268115265}",25,13,22.11695178522355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.005, 'e': 0.20597509820488344}",20,2,28.650210195784428,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.005, 'e': 0.2049477931167973}",25,16,15.150771010488347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.005, 'e': 0.20392561173421342}",25,15,18.237055532375088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.005, 'e': 0.20290852850254407}",30,10,10.696611528108546,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.005, 'e': 0.20189651799465538}",25,16,11.513950328999057,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.005, 'e': 0.20088955491023208}",20,14,11.351001969245344,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.005, 'e': 0.1998876140751445}",30,20,11.353650078840129,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.005, 'e': 0.19889067044081962}",20,0,32.45886120053297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.005, 'e': 0.19789869908361465}",20,14,10.800294248885498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.005, 'e': 0.19691167520419406}",25,7,-19.68455044028509,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.005, 'e': 0.19592957412690934}",25,3,-30.785947875216134,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.005, 'e': 0.1949523712991825}",25,16,10.042765026836012,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.005, 'e': 0.19398004229089189}",30,13,-14.110384096330403,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.005, 'e': 0.19301256279376172}",30,19,21.8953990975701,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.005, 'e': 0.19204990862075408}",30,13,4.766983576425217,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.005, 'e': 0.19109205570546464}",25,16,20.358443769512704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.005, 'e': 0.1901389801015205}",25,10,24.8266963396594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.005, 'e': 0.18919065798198204}",25,10,15.772479176508067,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.005, 'e': 0.1882470656387468}",25,5,14.44532503100812,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.005, 'e': 0.18730817948195702}",20,14,1.6345726272437653,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.005, 'e': 0.18637397603940997}",30,19,5.587392743394474,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.005, 'e': 0.18544443195597088}",30,8,-31.496780596457462,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.005, 'e': 0.18451952399298926}",25,16,-1.4786610469174029,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.005, 'e': 0.18359922902771786}",20,10,19.03141616363499,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.005, 'e': 0.18268352405273466}",20,2,30.99822755755654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.005, 'e': 0.1817723861753675}",20,9,-4.583821482415036,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.005, 'e': 0.1808657926171221}",30,13,3.138305275163104,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.005, 'e': 0.17996372071311217}",20,15,8.722690706758803,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.005, 'e': 0.17906614791149322}",25,11,-13.030022311398701,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.005, 'e': 0.1781730517728984}",25,14,-40.35873288549535,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
347,False,"{'a': 0.005, 'e': 0.17728440996987782}",20,11,3.937029231142013,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.005, 'e': 0.17640020028634}",30,21,18.597439066559332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.005, 'e': 0.17552040061699686}",20,11,17.296510316334388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.005, 'e': 0.17464498896681085}",20,6,19.536115043093208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.005, 'e': 0.17377394345044514}",30,19,17.74180183081333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.005, 'e': 0.17290724229171636}",35,24,14.377731294957034,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.005, 'e': 0.17204486382305054}",25,15,20.402269738791098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.005, 'e': 0.1711867864849409}",20,11,5.869868128651075,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.005, 'e': 0.17033298882540943}",20,16,6.575005365803087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.005, 'e': 0.16948344949947006}",25,11,11.806078174091677,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.005, 'e': 0.1686381472685955}",20,16,7.228682060109604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.005, 'e': 0.16779706100018585}",25,15,-1.5758122864620028,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.005, 'e': 0.1669601696670407}",20,16,7.739590614830149,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.005, 'e': 0.16612745234683307}",35,19,21.811764825390853,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.005, 'e': 0.16529888822158653}",20,16,6.852870876996738,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.005, 'e': 0.1644744565771549}",20,16,6.312061271193619,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.005, 'e': 0.16365413680270405}",25,15,12.747923476994313,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.005, 'e': 0.16283790839019696}",20,9,19.039526245600417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.005, 'e': 0.16202575093388075}",30,4,37.85219540968183,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.005, 'e': 0.16121764412977677}",25,13,18.625723645439532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.005, 'e': 0.16041356777517274}",30,12,19.331815120377435,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
