trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.005, 'e': 0.0632917683596407}",20,13,12.055920745848988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.005, 'e': 0.06297609934801507}",20,8,12.351290481140184,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.005, 'e': 0.06266200474215315}",30,22,16.849463322770134,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.005, 'e': 0.06234947668967343}",30,14,21.08093921521421,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.005, 'e': 0.06203850737735829}",20,14,10.96541127536623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.005, 'e': 0.06172908903095879}",25,17,15.647272567898309,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.005, 'e': 0.06142121391500013}",20,13,12.627400117483761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.005, 'e': 0.06111487433258836}",20,13,13.864458396138213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.005, 'e': 0.06081006262521795}",25,11,24.100914851497773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.005, 'e': 0.06050677117258039}",20,2,18.81534716802952,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.005, 'e': 0.06020499239237354}",25,11,-14.558553495146711,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
564,False,"{'a': 0.005, 'e': 0.05990471874011218}",20,8,25.96221155964435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.005, 'e': 0.05960594270893937}",25,11,25.85009680731867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.005, 'e': 0.05930865682943872}",20,6,25.84586442606415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.005, 'e': 0.05901285366944784}",20,10,17.788959551673514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.005, 'e': 0.058718525833872284}",20,15,11.41612657757519,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.005, 'e': 0.05842566596450083}",25,11,25.27090717367264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.005, 'e': 0.058134266739821465}",25,11,-1.7841593287576492,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
571,False,"{'a': 0.005, 'e': 0.057844320874838456}",30,23,15.180364242478825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.005, 'e': 0.05755582112089005}",30,7,39.64649432034711,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.005, 'e': 0.05726876026546736}",20,11,-3.5335224144621846,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.005, 'e': 0.056983131132034036}",30,24,12.144475041585848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.005, 'e': 0.0566989265798469}",20,9,22.09356428851439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.005, 'e': 0.05641613950377735}",25,20,10.90005256465108,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.005, 'e': 0.056134762834133725}",20,4,25.20674475727134,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.005, 'e': 0.05585478953648462}",20,16,7.863185116245809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.005, 'e': 0.05557621261148306}",20,11,5.665212891098825,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.005, 'e': 0.05529902509469138}",20,10,16.194341481490913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.005, 'e': 0.05502322005640723}",20,16,8.685505053965969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.005, 'e': 0.054748790601490266}",30,21,14.992833471011508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.005, 'e': 0.05447572986918986}",25,16,16.209252393673594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.005, 'e': 0.054204031032973464}",30,19,20.894389151837387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.005, 'e': 0.05393368730035602}",25,15,18.136956462808772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.005, 'e': 0.05366469191273011}",25,15,19.645639204266825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.005, 'e': 0.053397038145197084}",25,10,17.592971238651465,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.005, 'e': 0.05313071930639878}",20,6,23.412190317813938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.005, 'e': 0.05286572873835037}",20,13,11.521714868289815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.005, 'e': 0.05260205981627384}",30,19,19.38811611687439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.005, 'e': 0.05233970594843238}",30,19,22.644467487147676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.005, 'e': 0.05207866057596569}",20,12,15.669597547467264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.005, 'e': 0.05181891717272583}",20,6,23.709740248665312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.005, 'e': 0.0515604692451142}",30,12,31.93406176261268,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.005, 'e': 0.05130331033191911}",30,16,24.65501697065869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.005, 'e': 0.051047434004154395}",35,17,18.281050314160034,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.005, 'e': 0.0507928338648985}",25,7,32.516057112869355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.005, 'e': 0.050539503549134696}",20,14,12.108259543447113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.005, 'e': 0.050287436723591865}",20,15,7.555500554060066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.005, 'e': 0.05003662708658628}",20,16,7.395972168584938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.005, 'e': 0.049787068367863944}",20,14,10.151232414951792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.005, 'e': 0.04953875432844388}",25,17,14.888722725842168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.005, 'e': 0.04929167876046215}",35,28,15.770642518447115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.005, 'e': 0.04904583548701673}",30,23,12.553865904200375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.005, 'e': 0.04880121836201296}",20,14,-1.1771984727848084,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.005, 'e': 0.048557821270009974}",25,16,9.55317516767521,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.005, 'e': 0.04831563812606777}",30,17,26.098565410661376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.005, 'e': 0.04807466287559518}",35,17,19.479343180165902,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.005, 'e': 0.04783488949419837}",25,15,15.277360665570308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.005, 'e': 0.04759631198753032}",25,19,11.699241402281801,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.005, 'e': 0.04735892439114091}",30,23,15.651930293993313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.005, 'e': 0.04712272077032791}",25,20,9.199881619619502,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.005, 'e': 0.046887695219988486}",30,17,22.65906905839088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.005, 'e': 0.04665384186447163}",30,20,18.1467140203263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.005, 'e': 0.04642115485743125}",20,11,16.050525824870356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.005, 'e': 0.0461896283816801}",20,10,21.171701706803738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.005, 'e': 0.045959256649044204}",30,20,19.72349692781156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.005, 'e': 0.04573003390021825}",20,13,10.588344629682783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.005, 'e': 0.04550195440462157}",25,11,27.059031336042317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.005, 'e': 0.045275012460254886}",25,17,16.1252878005562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.005, 'e': 0.0450492023935578}",35,22,21.973805016088964,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.005, 'e': 0.04482451855926687}",25,13,23.204612488799,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.005, 'e': 0.044600955340274535}",30,12,33.061880760487306,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.005, 'e': 0.04437850714748865}",30,12,9.126613028081394,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
625,False,"{'a': 0.005, 'e': 0.04415716841969286}",20,15,9.986441232745815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.005, 'e': 0.04393693362340742}",25,11,24.957668193172413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.005, 'e': 0.04371779725275094}",25,13,24.984961919670262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.005, 'e': 0.04349975382930273}",25,14,20.834235829967515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.005, 'e': 0.043282797901965896}",35,18,18.465730182308707,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.005, 'e': 0.04306692404683092}",20,5,6.5421564350775245,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.005, 'e': 0.04285212686704019}",25,11,27.65831833291557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.005, 'e': 0.04263840099265299}",30,14,-18.573985483217463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
633,False,"{'a': 0.005, 'e': 0.042425741080511385}",20,12,16.977978460943074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.005, 'e': 0.042214141814106466}",35,20,32.49083005054986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.005, 'e': 0.04200359790344555}",25,16,20.039919825172284,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.005, 'e': 0.041794104084919896}",30,15,30.269924516512155,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.005, 'e': 0.04158565512117316}",20,12,12.532291098549628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.005, 'e': 0.04137824580097038}",20,12,15.042849077776664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.005, 'e': 0.04117187093906774}",25,19,9.698048934200742,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.005, 'e': 0.040966525376082925}",20,9,20.195834860632495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.005, 'e': 0.04076220397836621}",30,22,13.788704412691143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.005, 'e': 0.040558901637871986}",25,14,21.536551063967217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.005, 'e': 0.04035661327203115}",20,16,8.18669749327667,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.005, 'e': 0.040155333823624025}",25,14,17.696933730731736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.005, 'e': 0.039955058260653896}",20,11,18.573235156677338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.005, 'e': 0.039755781576221304}",20,7,0.012626658341556407,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.005, 'e': 0.039557498788398725}",20,13,5.887054940568209,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.005, 'e': 0.03936020494010615}",20,13,13.258284061965043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.005, 'e': 0.039163895098987066}",25,15,19.591270788103625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.005, 'e': 0.03896856435728526}",35,22,23.43652213698182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.005, 'e': 0.03877420783172201}",30,17,23.961218453265072,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.005, 'e': 0.03858082066337404}",30,22,17.97679041443958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.005, 'e': 0.038388398017552054}",20,7,24.573929645398184,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.005, 'e': 0.038196935083679925}",25,19,10.409000678985207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.005, 'e': 0.038006427075174314}",20,12,15.797804731334063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.005, 'e': 0.03781686922932508}",20,15,9.596559256886973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.005, 'e': 0.0376282568071762}",25,19,14.737162052661581,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.005, 'e': 0.03744058509340732}",20,9,18.851861613795993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.005, 'e': 0.03725384939621581}",30,15,26.8577122248021,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.005, 'e': 0.0370680450471995}",20,8,12.67967292927938,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.005, 'e': 0.036883167401239994}",35,23,22.429725872941123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.005, 'e': 0.03669921183638653}",20,0,29.213645917942898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.005, 'e': 0.0365161737537404}",30,19,22.77242513715376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.005, 'e': 0.036334048577339996}",35,19,32.924036084189474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.005, 'e': 0.03615283175404641}",25,14,19.56130258782036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.005, 'e': 0.035972518753429654}",30,16,25.554261645058368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.005, 'e': 0.0357931050676553}",25,11,26.627252414188945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.005, 'e': 0.03561458621137186}",20,10,19.19042933562936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.005, 'e': 0.03543695772159864}",20,11,17.52194297389071,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.005, 'e': 0.03526021515761412}",20,14,11.356600895891308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.005, 'e': 0.035084354100845025}",20,12,13.673134574475489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.005, 'e': 0.03490937015475576}",20,12,14.1918880829663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.005, 'e': 0.03473525894473856}",20,9,12.424274831470177,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.005, 'e': 0.0345620161180041}",20,15,9.609061928243024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.005, 'e': 0.03438963734347271}",20,9,20.43103630611416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.005, 'e': 0.03421811831166603}",30,19,19.86481823859066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.005, 'e': 0.034047454734599344}",20,13,14.23462498768133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.005, 'e': 0.033877642345674315}",25,15,19.87425304590157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.005, 'e': 0.033708676899572396}",20,0,35.03622718195678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.005, 'e': 0.033540554172148636}",25,20,10.8930154059863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.005, 'e': 0.03337326996032608}",25,18,14.713650678036583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.005, 'e': 0.03320682008199072}",20,9,17.78303851802488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.005, 'e': 0.03304120037588693}",20,10,18.690049168204695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.005, 'e': 0.03287640670151345}",25,13,12.187944071430028,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.005, 'e': 0.03271243493901982}",25,11,26.644082356484784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.005, 'e': 0.03254928098910342}",30,16,30.3428970851375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.005, 'e': 0.03238694077290704}",35,24,21.180241503416106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.005, 'e': 0.0322254102319168}",20,6,26.952507156243865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.005, 'e': 0.03206468532786077}",30,16,25.019417316762233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.005, 'e': 0.03190476204260796}",35,25,17.778103962319452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.005, 'e': 0.03174563637806794}",35,24,17.777815093917987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.005, 'e': 0.031587304356090785}",20,13,11.436823353524682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.005, 'e': 0.03142976201836771}",25,14,22.49102432589732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.005, 'e': 0.03127300542633206}",30,19,19.906820604228155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.005, 'e': 0.03111703066106086}",35,22,14.198695713504605,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.005, 'e': 0.030961833823176882}",25,14,-20.31441590479418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.005, 'e': 0.030807411032751076}",20,12,16.52204864754302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.005, 'e': 0.030653758429205646}",25,8,30.37355368247153,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.005, 'e': 0.030500872171217483}",20,13,12.463465662969693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.005, 'e': 0.030348748436622202}",20,8,21.334769057787984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.005, 'e': 0.0301973834223185}",25,13,22.670714669017986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.005, 'e': 0.03004677334417314}",20,12,15.546708901959912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.005, 'e': 0.029896914436926308}",25,15,19.49990850238136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.005, 'e': 0.029747802954097544}",35,16,36.767222333004064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.005, 'e': 0.029599435167892}",20,12,13.747051773657954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.005, 'e': 0.02945180736910729}",25,9,-16.13245932229293,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
707,False,"{'a': 0.005, 'e': 0.029304915867040746}",25,19,11.478262234425209,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.005, 'e': 0.02915875698939719}",25,14,17.142600824159622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.005, 'e': 0.029013327082197053}",35,22,10.91909901152637,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.005, 'e': 0.028868622509685086}",20,14,10.539210437074148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.005, 'e': 0.028724639654239423}",30,6,-4.324619092247957,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
712,False,"{'a': 0.005, 'e': 0.028581374916281203}",25,16,13.692495535450702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.005, 'e': 0.028438824714184505}",30,19,22.402430340933318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.005, 'e': 0.028296985484186854}",20,16,9.839717242620138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.005, 'e': 0.028155853680300096}",20,8,18.263772069717945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.005, 'e': 0.028015425774221808}",30,18,20.847558850082308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.005, 'e': 0.027875698255247015}",30,24,11.10974790327721,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.005, 'e': 0.027736667630180466}",20,8,-22.488011188825848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
719,False,"{'a': 0.005, 'e': 0.027598330423249287}",20,13,15.86954516414227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.005, 'e': 0.027460683176016094}",30,16,25.89773387474078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.005, 'e': 0.02732372244729256}",20,14,12.994190670307894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.005, 'e': 0.027187444813053317}",20,8,10.401206232541488,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.005, 'e': 0.027051846866350416}",20,11,17.15971223203125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.005, 'e': 0.026916925217228112}",25,17,13.445636790865136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.005, 'e': 0.026782676492638175}",30,18,24.133480328366968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.005, 'e': 0.026649097336355485}",20,11,6.303842415688049,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.005, 'e': 0.02651618440889418}",25,14,21.941100724044283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.005, 'e': 0.02638393438742414}",20,7,24.232364082041013,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.005, 'e': 0.02625234396568796}",30,12,34.08917506381212,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.005, 'e': 0.026121409853918233}",20,11,16.09513393779156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.005, 'e': 0.025991128778755347}",20,10,7.253218083098253,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.005, 'e': 0.025861497483165623}",25,15,17.401192216979894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.005, 'e': 0.02573251272635994}",25,14,18.400174783081138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.005, 'e': 0.025604171283712656}",20,12,17.47439935382515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.005, 'e': 0.025476469946681016}",35,23,23.656433232785844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.005, 'e': 0.02534940552272493}",35,21,23.971576097927457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.005, 'e': 0.025222974835227212}",25,13,18.437104254349922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.005, 'e': 0.025097174723414068}",25,15,19.146329448640554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
